frame,landmark_index,x_px,y_px,z_norm,timestamp
7,470,192,375,-0.0014196260599419475,1762376054.2355237
7,471,178,384,-0.0014196260599419475,1762376054.2355237
7,362,280,391,-0.0068131256848573685,1762376054.2355237
7,263,333,390,0.004482300952076912,1762376054.2355237
7,387,321,383,-0.015082931146025658,1762376054.2355237
7,386,311,382,-0.01910196617245674,1762376054.2355237
7,385,301,382,-0.019325731322169304,1762376054.2355237
7,373,316,396,-0.008896403945982456,1762376054.2355237
7,380,296,395,-0.01268070936203003,1762376054.2355237
7,381,288,393,-0.01018500979989767,1762376054.2355237
7,382,282,392,-0.006907407194375992,1762376054.2355237
7,473,316,389,-0.009388499893248081,1762376054.2355237
7,474,328,390,-0.009388499893248081,1762376054.2355237
7,475,317,379,-0.009388499893248081,1762376054.2355237
7,476,305,388,-0.009388499893248081,1762376054.2355237
8,33,168,384,0.013993185944855213,1762376054.2717607
8,133,222,392,-0.0019295428646728396,1762376054.2717607
8,160,179,380,-0.006634328048676252,1762376054.2717607
8,159,189,379,-0.011527396738529205,1762376054.2717607
8,158,200,380,-0.012686226516962051,1762376054.2717607
8,144,181,393,-0.0007523638196289539,1762376054.2717607
8,153,202,395,-0.006250348873436451,1762376054.2717607
8,154,212,393,-0.0044302246533334255,1762376054.273281
8,155,219,392,-0.0016603178810328245,1762376054.273281
8,468,195,386,-0.002072834176942706,1762376054.273281
8,469,208,387,-0.002072834176942706,1762376054.273281
8,470,196,375,-0.002072834176942706,1762376054.273281
8,471,182,385,-0.002072834176942706,1762376054.273281
8,362,284,393,-0.004814252257347107,1762376054.273281
8,263,337,391,0.007510899566113949,1762376054.273281
8,387,325,386,-0.011982028372585773,1762376054.273281
8,386,315,384,-0.01612273044884205,1762376054.273281
8,385,305,385,-0.01658870466053486,1762376054.273281
8,373,320,398,-0.006145522929728031,1762376054.273281
8,380,301,396,-0.010351406410336494,1762376054.273281
8,381,292,394,-0.008029493503272533,1762376054.273281
8,382,287,394,-0.004866672679781914,1762376054.273281
8,473,320,390,-0.006736498326063156,1762376054.273281
8,474,331,390,-0.006736498326063156,1762376054.273281
8,475,321,381,-0.006736498326063156,1762376054.273281
8,476,309,389,-0.006736498326063156,1762376054.273281
9,33,168,384,0.012586326338350773,1762376054.2960303
9,133,223,392,-0.0025058675091713667,1762376054.2960303
9,160,180,380,-0.007773636840283871,1762376054.2960303
9,159,190,379,-0.012519952841103077,1762376054.2960303
9,158,201,380,-0.01352598238736391,1762376054.2960303
9,144,181,393,-0.0018426441820338368,1762376054.2960303
9,153,202,395,-0.007046951912343502,1762376054.2960303
9,154,213,393,-0.005102894268929958,1762376054.2960303
9,155,220,392,-0.0022718145046383142,1762376054.2960303
9,468,195,386,-0.0030433405190706253,1762376054.2960303
9,469,208,387,-0.0030433405190706253,1762376054.2960303
9,470,196,376,-0.0030433405190706253,1762376054.2960303
9,471,182,385,-0.0030433405190706253,1762376054.2960303
9,362,285,393,-0.004211497027426958,1762376054.2960303
9,263,337,392,0.008786098100244999,1762376054.2960303
9,387,325,385,-0.010796057060360909,1762376054.2960303
9,386,315,384,-0.01507539488375187,1762376054.2960303
9,385,305,384,-0.015689807012677193,1762376054.2960303
9,373,320,398,-0.0050026425160467625,1762376054.2960303
9,380,301,396,-0.00945386290550232,1762376054.2960303
9,381,293,394,-0.007272680290043354,1762376054.2960303
9,382,287,394,-0.00420233141630888,1762376054.2960303
9,473,321,390,-0.005744302179664373,1762376054.2960303
9,474,331,391,-0.005744302179664373,1762376054.2960303
9,475,321,381,-0.005744302179664373,1762376054.2960303
9,476,310,390,-0.005744302179664373,1762376054.2960303
10,33,168,384,0.01248412299901247,1762376054.313162
10,133,223,392,-0.002712878631427884,1762376054.313162
10,160,180,380,-0.007931370288133621,1762376054.313162
10,159,190,379,-0.01270672120153904,1762376054.313162
10,158,201,380,-0.013734902255237103,1762376054.313162
10,144,181,393,-0.0019596433266997337,1762376054.313162
10,153,202,395,-0.00720358919352293,1762376054.313162
10,154,213,393,-0.005281032528728247,1762376054.313162
10,155,220,393,-0.002466838574036956,1762376054.313162
10,468,195,386,-0.00320297759026289,1762376054.313162
10,469,208,387,-0.00320297759026289,1762376054.313162
10,470,196,376,-0.00320297759026289,1762376054.313162
10,471,182,385,-0.00320297759026289,1762376054.313162
10,362,285,393,-0.0045821587555110455,1762376054.313162
10,263,338,392,0.008324441500008106,1762376054.313162
10,387,325,385,-0.011278202757239342,1762376054.313162
10,386,315,384,-0.015551690943539143,1762376054.313162
10,385,305,384,-0.01614685356616974,1762376054.313162
10,373,320,398,-0.005419186316430569,1762376054.313162
10,380,301,396,-0.009836014360189438,1762376054.313162
10,381,293,394,-0.007642374373972416,1762376054.313162
10,382,287,394,-0.0045694042928516865,1762376054.313162
10,473,320,390,-0.006172134540975094,1762376054.313162
10,474,331,391,-0.006172134540975094,1762376054.313162
10,475,321,381,-0.006172134540975094,1762376054.313162
10,476,309,390,-0.006172134540975094,1762376054.313162
11,33,169,383,0.01349004078656435,1762376054.3716075
11,133,223,389,-0.002274193800985813,1762376054.3716075
11,160,181,378,-0.007013407535851002,1762376054.3716075
11,159,191,377,-0.011893117800354958,1762376054.3716075
11,158,201,378,-0.013025926426053047,1762376054.3716075
11,144,182,391,-0.0011828936403617263,1762376054.3716075
11,153,203,393,-0.006638550199568272,1762376054.3716075
11,154,213,391,-0.004811278078705072,1762376054.3716075
11,155,220,390,-0.0020245457999408245,1762376054.3716075
11,468,196,384,-0.0024723708629608154,1762376054.3716075
11,469,209,385,-0.0024723708629608154,1762376054.3716075
11,470,197,374,-0.0024723708629608154,1762376054.3716075
11,471,184,383,-0.0024723708629608154,1762376054.3716075
11,362,286,391,-0.00499427504837513,1762376054.3716075
11,263,339,390,0.007364992052316666,1762376054.3716075
11,387,327,384,-0.012069889344274998,1762376054.3716075
11,386,317,383,-0.01623295620083809,1762376054.3716075
11,385,307,383,-0.016689086332917213,1762376054.3716075
11,373,321,396,-0.0062769376672804356,1762376054.3716075
11,380,302,394,-0.010483545251190662,1762376054.3716075
11,381,294,392,-0.008192934095859528,1762376054.3716075
11,382,289,392,-0.005044372286647558,1762376054.3716075
11,473,321,389,-0.006870908662676811,1762376054.3716075
11,474,332,389,-0.006870908662676811,1762376054.3716075
11,475,322,380,-0.006870908662676811,1762376054.3716075
11,476,310,388,-0.006870908662676811,1762376054.3716075
12,33,170,382,0.014015443623065948,1762376054.3926125
12,133,223,389,-0.0019047409296035767,1762376054.3926125
12,160,181,378,-0.006525425240397453,1762376054.3926125
12,159,191,377,-0.011431477963924408,1762376054.3926125
12,158,202,378,-0.0126000065356493,1762376054.3926125
12,144,183,391,-0.0007163857808336616,1762376054.3926125
12,153,203,393,-0.006228865589946508,1762376054.3926125
12,154,213,391,-0.0044287159107625484,1762376054.3926125
12,155,220,390,-0.0016467215027660131,1762376054.3926125
12,468,196,384,-0.0020271583925932646,1762376054.3926125
12,469,209,385,-0.0020271583925932646,1762376054.3926125
12,470,197,374,-0.0020271583925932646,1762376054.3926125
12,471,184,383,-0.0020271583925932646,1762376054.3926125
12,362,287,391,-0.004858864471316338,1762376054.3926125
12,263,339,390,0.00742446118965745,1762376054.3926125
12,387,326,384,-0.011993910185992718,1762376054.3926125
12,386,317,383,-0.016145849600434303,1762376054.39361
12,385,307,383,-0.01658887416124344,1762376054.39361
12,373,321,396,-0.006203549914062023,1762376054.39361
12,380,303,394,-0.010371093638241291,1762376054.39361
12,381,295,392,-0.008063442073762417,1762376054.39361
12,382,289,392,-0.004904975648969412,1762376054.39361
12,473,321,389,-0.006779484450817108,1762376054.39361
12,474,331,390,-0.006779484450817108,1762376054.39361
12,475,321,380,-0.006779484450817108,1762376054.39361
12,476,310,388,-0.006779484450817108,1762376054.39361
13,33,170,382,0.013615417294204235,1762376054.4085991
13,133,223,390,-0.0021223120857030153,1762376054.4085991
13,160,181,378,-0.006839096546173096,1762376054.4085991
13,159,191,377,-0.011703349649906158,1762376054.4085991
13,158,202,378,-0.01284464169293642,1762376054.4085991
13,144,183,391,-0.0010219862451776862,1762376054.4085991
13,153,203,393,-0.0064700511284172535,1762376054.4085991
13,154,213,391,-0.004654208198189735,1762376054.4085991
13,155,220,390,-0.0018677966436371207,1762376054.4085991
13,468,196,384,-0.002314382465556264,1762376054.4085991
13,469,209,385,-0.002314382465556264,1762376054.4085991
13,470,197,374,-0.002314382465556264,1762376054.4085991
13,471,184,383,-0.002314382465556264,1762376054.4085991
13,362,287,391,-0.004856434650719166,1762376054.4085991
13,263,339,390,0.0075037661008536816,1762376054.4085991
13,387,326,385,-0.011914938688278198,1762376054.4100409
13,386,317,383,-0.016080647706985474,1762376054.4100409
13,385,307,383,-0.01654067076742649,1762376054.4100409
13,373,321,396,-0.006103061605244875,1762376054.4100409
13,380,303,394,-0.010304605588316917,1762376054.4100409
13,381,295,392,-0.008025693707168102,1762376054.4100409
13,382,289,391,-0.004891006276011467,1762376054.4100409
13,473,320,389,-0.0067192623391747475,1762376054.4100409
13,474,331,390,-0.0067192623391747475,1762376054.4100409
13,475,321,380,-0.0067192623391747475,1762376054.4100409
13,476,309,388,-0.0067192623391747475,1762376054.4100409
14,33,167,377,0.01293947733938694,1762376054.4662735
14,133,220,384,-0.002258731285110116,1762376054.4662735
14,160,179,373,-0.007332318928092718,1762376054.4662735
14,159,189,372,-0.012064280919730663,1762376054.4662735
14,158,199,373,-0.013054185546934605,1762376054.4662735
14,144,182,386,-0.0015517408028244972,1762376054.4662735
14,153,202,387,-0.006802103947848082,1762376054.4662735
14,154,211,385,-0.004894755315035582,1762376054.4662735
14,155,217,384,-0.0020480905659496784,1762376054.4662735
14,468,190,377,-0.002706631552428007,1762376054.4662735
14,469,201,378,-0.002706631552428007,1762376054.4662735
14,470,190,368,-0.002706631552428007,1762376054.4662735
14,471,178,377,-0.002706631552428007,1762376054.4662735
14,362,286,386,-0.004212262108922005,1762376054.4662735
14,263,337,385,0.008469190448522568,1762376054.4662735
14,387,326,379,-0.010983348824083805,1762376054.4662735
14,386,316,377,-0.015178877860307693,1762376054.4662735
14,385,307,377,-0.015682019293308258,1762376054.4662735
14,373,321,392,-0.005274691618978977,1762376054.4662735
14,380,302,390,-0.009635101072490215,1762376054.4662735
14,381,294,388,-0.007403634022921324,1762376054.4662735
14,382,289,387,-0.004276320803910494,1762376054.4662735
14,473,314,382,-0.005901571363210678,1762376054.4662735
14,474,326,382,-0.005901571363210678,1762376054.4662735
14,475,315,372,-0.005901571363210678,1762376054.4662735
14,476,302,381,-0.005901571363210678,1762376054.4662735
15,33,168,376,0.011291676200926304,1762376054.483365
15,133,219,384,-0.004160628188401461,1762376054.483365
15,160,179,372,-0.009235703386366367,1762376054.483365
15,159,189,372,-0.014081619679927826,1762376054.483365
15,158,199,373,-0.015146460384130478,1762376054.483365
15,144,182,385,-0.003029034473001957,1762376054.483365
15,153,201,386,-0.008398890495300293,1762376054.483365
15,154,211,385,-0.006616686470806599,1762376054.483365
15,155,217,385,-0.0038952978793531656,1762376054.483365
15,468,189,377,-0.004477734677493572,1762376054.483365
15,469,200,378,-0.004477734677493572,1762376054.483365
15,470,190,367,-0.004477734677493572,1762376054.483365
15,471,178,376,-0.004477734677493572,1762376054.483365
15,362,286,386,-0.006430803798139095,1762376054.483365
15,263,337,386,0.006115530617535114,1762376054.483365
15,387,326,380,-0.013477531261742115,1762376054.483365
15,386,316,378,-0.017729777842760086,1762376054.483365
15,385,307,378,-0.0182428490370512,1762376054.483365
15,373,320,392,-0.007349183317273855,1762376054.483365
15,380,302,390,-0.011671952903270721,1762376054.483365
15,381,294,388,-0.009490027092397213,1762376054.483365
15,382,288,387,-0.0064467075280845165,1762376054.483365
15,473,314,382,-0.008190140128135681,1762376054.483365
15,474,326,383,-0.008190140128135681,1762376054.483365
15,475,315,372,-0.008190140128135681,1762376054.483365
15,476,302,382,-0.008190140128135681,1762376054.483365
16,33,167,376,0.011050371453166008,1762376054.5018058
16,133,219,384,-0.003945556003600359,1762376054.5018058
16,160,179,372,-0.009269037283957005,1762376054.5018058
16,159,189,372,-0.01400681957602501,1762376054.5018058
16,158,199,373,-0.014980236999690533,1762376054.5018058
16,144,182,385,-0.003146230708807707,1762376054.5018058
16,153,201,386,-0.008342301473021507,1762376054.5018058
16,154,211,385,-0.006485018413513899,1762376054.5018058
16,155,217,385,-0.0037074871361255646,1762376054.5018058
16,468,189,377,-0.004467254038900137,1762376054.5018058
16,469,200,378,-0.004467254038900137,1762376054.5018058
16,470,190,367,-0.004467254038900137,1762376054.5018058
16,471,178,376,-0.004467254038900137,1762376054.5018058
16,362,286,386,-0.005611779168248177,1762376054.5018058
16,263,337,386,0.00725351320579648,1762376054.5018058
16,387,326,380,-0.01233181543648243,1762376054.5018058
16,386,316,378,-0.016628185287117958,1762376054.5018058
16,385,307,377,-0.017203418537974358,1762376054.5018058
16,373,320,392,-0.006320386193692684,1762376054.5018058
16,380,302,390,-0.01076771505177021,1762376054.5018058
16,381,294,388,-0.00864152330905199,1762376054.5018058
16,382,288,387,-0.005617085844278336,1762376054.5018058
16,473,314,382,-0.007180212531238794,1762376054.5018058
16,474,326,383,-0.007180212531238794,1762376054.5018058
16,475,315,372,-0.007180212531238794,1762376054.5018058
16,476,302,382,-0.007180212531238794,1762376054.5018058
17,33,167,375,0.012522667646408081,1762376054.5803883
17,133,220,384,-0.003458491526544094,1762376054.5803883
17,160,179,370,-0.008061951026320457,1762376054.5803883
17,159,189,369,-0.0129929194226861,1762376054.5803883
17,158,199,370,-0.014135217294096947,1762376054.5803883
17,144,182,385,-0.002026718808338046,1762376054.5803883
17,153,202,386,-0.007578925229609013,1762376054.5803883
17,154,211,384,-0.0058485898189246655,1762376054.5803883
17,155,217,384,-0.003155586076900363,1762376054.5803883
17,468,189,376,-0.003492494812235236,1762376054.5803883
17,469,201,376,-0.003492494812235236,1762376054.5803883
17,470,190,365,-0.003492494812235236,1762376054.5803883
17,471,177,375,-0.003492494812235236,1762376054.5803883
17,362,286,385,-0.006516147404909134,1762376054.5803883
17,263,339,384,0.0056143868714571,1762376054.5803883
17,387,327,377,-0.013878776691854,1762376054.5803883
17,386,317,375,-0.01802479848265648,1762376054.5803883
17,385,307,375,-0.018410321325063705,1762376054.5803883
17,373,322,390,-0.007813656702637672,1762376054.5803883
17,380,302,389,-0.011940470896661282,1762376054.5803883
17,381,294,386,-0.009654621593654156,1762376054.5803883
17,382,288,386,-0.006548122502863407,1762376054.5803883
17,473,314,380,-0.008502837270498276,1762376054.5803883
17,474,326,381,-0.008502837270498276,1762376054.5803883
17,475,314,370,-0.008502837270498276,1762376054.5803883
17,476,301,380,-0.008502837270498276,1762376054.5803883
18,33,167,375,0.009973389096558094,1762376054.610839
18,133,219,384,-0.0056729489006102085,1762376054.610839
18,160,179,370,-0.010722100734710693,1762376054.610839
18,159,189,369,-0.015643831342458725,1762376054.610839
18,158,199,370,-0.016747208312153816,1762376054.610839
18,144,182,385,-0.004296100232750177,1762376054.610839
18,153,202,386,-0.009753205813467503,1762376054.6118615
18,154,211,385,-0.008024856448173523,1762376054.6118615
18,155,217,384,-0.005361714866012335,1762376054.6118615
18,468,189,375,-0.005902199540287256,1762376054.6118615
18,469,200,376,-0.005902199540287256,1762376054.6118615
18,470,190,365,-0.005902199540287256,1762376054.6118615
18,471,177,375,-0.005902199540287256,1762376054.6118615
18,362,286,385,-0.00815540924668312,1762376054.6118615
18,263,339,384,0.004288142547011375,1762376054.6118615
18,387,328,377,-0.01544966734945774,1762376054.6118615
18,386,318,375,-0.019716236740350723,1762376054.6118615
18,385,307,375,-0.020189648494124413,1762376054.6118615
18,373,322,390,-0.00902772881090641,1762376054.6118615
18,380,302,388,-0.013288854621350765,1762376054.6118615
18,381,293,386,-0.011111319065093994,1762376054.6118615
18,382,288,385,-0.00812008697539568,1762376054.6118615
18,473,314,380,-0.009981825947761536,1762376054.6118615
18,474,326,381,-0.009981825947761536,1762376054.6118615
18,475,314,370,-0.009981825947761536,1762376054.6118615
18,476,301,379,-0.009981825947761536,1762376054.6118615
19,33,167,375,0.01035026740282774,1762376054.6270943
19,133,219,384,-0.005521714221686125,1762376054.6270943
19,160,179,370,-0.010335625149309635,1762376054.6270943
19,159,189,369,-0.015295512974262238,1762376054.6270943
19,158,199,370,-0.016457557678222656,1762376054.6270943
19,144,182,385,-0.0039351019077003,1762376054.6270943
19,153,201,386,-0.00948512926697731,1762376054.6270943
19,154,211,385,-0.007817193865776062,1762376054.6270943
19,155,217,384,-0.005195264238864183,1762376054.6270943
19,468,189,375,-0.005598523188382387,1762376054.6270943
19,469,200,376,-0.005598523188382387,1762376054.6270943
19,470,190,365,-0.005598523188382387,1762376054.6270943
19,471,177,375,-0.005598523188382387,1762376054.6270943
19,362,285,385,-0.008461241610348225,1762376054.6270943
19,263,339,384,0.0036693343427032232,1762376054.6270943
19,387,327,377,-0.015948865562677383,1762376054.6270943
19,386,318,375,-0.020157890394330025,1762376054.6270943
19,385,307,375,-0.020576883107423782,1762376054.6270943
19,373,321,390,-0.009506288915872574,1762376054.6270943
19,380,302,388,-0.013662860728800297,1762376054.6270943
19,381,293,386,-0.011453647166490555,1762376054.6270943
19,382,288,385,-0.008447593078017235,1762376054.6270943
19,473,314,380,-0.0104256272315979,1762376054.6270943
19,474,326,381,-0.0104256272315979,1762376054.6270943
19,475,314,370,-0.0104256272315979,1762376054.6270943
19,476,301,379,-0.0104256272315979,1762376054.6270943
20,33,167,374,0.011360175907611847,1762376054.6755264
20,133,220,382,-0.004652837291359901,1762376054.6755264
20,160,179,368,-0.009368122555315495,1762376054.6755264
20,159,189,367,-0.014342210255563259,1762376054.6755264
20,158,199,368,-0.015479475259780884,1762376054.6755264
20,144,182,384,-0.0032102810218930244,1762376054.6755264
20,153,202,384,-0.0087334755808115,1762376054.6755264
20,154,211,383,-0.006994383875280619,1762376054.6755264
20,155,217,382,-0.004308403003960848,1762376054.6755264
20,468,189,374,-0.00471988832578063,1762376054.6755264
20,469,200,374,-0.00471988832578063,1762376054.6755264
20,470,189,363,-0.00471988832578063,1762376054.6755264
20,471,177,373,-0.00471988832578063,1762376054.6755264
20,362,286,384,-0.007535614538937807,1762376054.6755264
20,263,338,382,0.004844317678362131,1762376054.6765847
20,387,327,375,-0.014860736206173897,1762376054.6765847
20,386,318,373,-0.019103460013866425,1762376054.6765847
20,385,307,373,-0.01952669955790043,1762376054.6765847
20,373,322,389,-0.008657477796077728,1762376054.6765847
20,380,303,388,-0.012857664376497269,1762376054.6765847
20,381,294,386,-0.010605140589177608,1762376054.6765847
20,382,289,385,-0.007523346692323685,1762376054.6765847
20,473,313,379,-0.009449741803109646,1762376054.6765847
20,474,325,380,-0.009449741803109646,1762376054.6765847
20,475,313,369,-0.009449741803109646,1762376054.6765847
20,476,300,378,-0.009449741803109646,1762376054.6765847
